id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,1d.volume,1d.price_change,1d.price_change_pct,1d.volume_change,1d.volume_change_pct,1d.market_cap_change,1d.market_cap_change_pct
DGB,DGB,DGB,DigiByte,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/dgb.svg,active,0.02344259,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,13803849398,21000000000,323597991,73,196,0,2014-08-20T00:00:00Z,2015-02-09T00:00:00Z,2018-09-12T00:00:00Z,60,-2,0.12795885,2018-01-07T00:00:00Z,6577478.45,0.00039957,0.0173,-4800291.52,-0.4219,5588154.17,0.0176
SUSHI,SUSHI,SUSHI,Sushi,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SUSHI.png,active,2.29779682,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,139076659,157570002,319569905,54,129,7,2020-08-27T00:00:00Z,2020-08-30T00:00:00Z,2020-08-28T00:00:00Z,61,3,8.71310318,2020-09-01T00:00:00Z,400387866.82,0.33420748,0.1702,53720655.17,0.1550,47012366.95,0.1725
ZRX,ZRX,ZRX,0x,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zrx.svg,active,0.42697813,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,743937911,1000000000,317645217,155,399,1,2017-08-10T00:00:00Z,2017-08-10T00:00:00Z,2018-08-29T00:00:00Z,62,-3,2.36329026,2018-01-13T00:00:00Z,38192087.99,0.01962773,0.0482,-10381459.82,-0.2137,14601814.17,0.0482
REN,REN,REN,REN,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ren.jpg,active,0.33682159,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,881153019,1000000000,296791362,68,154,0,2018-02-17T00:00:00Z,2018-02-17T00:00:00Z,2018-12-06T00:00:00Z,63,0,0.56956160,2020-09-01T00:00:00Z,29171663.45,0.01953509,0.0616,-8630981.57,-0.2283,17213403.13,0.0616
QTUM,QTUM,QTUM,Qtum,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/qtum.svg,active,2.77053756,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,102959316,107822406,285252652,95,268,2,2017-05-31T00:00:00Z,2017-05-31T00:00:00Z,2018-08-29T00:00:00Z,64,-2,71.38951560,2018-01-06T00:00:00Z,279646073.68,0.01071151,0.0039,-35268521.90,-0.1120,1110311.99,0.0039
ALGO,ALGO,ALGO,Algorand,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ALGO.png,active,0.33880462,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,803088849,10000000000,272090209,55,133,0,2019-06-19T00:00:00Z,2019-06-21T00:00:00Z,2019-06-19T00:00:00Z,65,0,2.30192565,2019-06-19T00:00:00Z,137642857.17,0.02429101,0.0772,-9497723.94,-0.0645,19507840.96,0.0772
ICX,ICX,ICX,ICON,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/icx.svg,active,0.43190902,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,575074050,800460000,248379668,42,107,1,2017-09-22T00:00:00Z,2017-09-22T00:00:00Z,2018-08-29T00:00:00Z,66,0,12.33135915,2018-01-09T00:00:00Z,17072489.08,0.00865279,0.0204,-10506305.34,-0.3810,5032727.46,0.0207
HBAR,HBAR,HBAR,Hedera Hashgraph,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HBAR.jpg,active,0.03849748,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,6386998334,50000000000,245883326,18,38,0,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,67,3,0.08500000,2019-09-18T00:00:00Z,10907740.32,0.00446748,0.1313,5044448.20,0.8603,28533755.46,0.1313
LRC,LRC,LRC,Loopring,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LRC.jpg,active,0.20168751,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,1188503721,1374513861,239706351,72,160,0,2017-07-09T00:00:00Z,2017-09-01T00:00:00Z,2018-08-29T00:00:00Z,68,0,2.18604269,2018-01-09T00:00:00Z,18613303.36,0.00892651,0.0463,-6379427.17,-0.2553,10609187.34,0.0463
BITTORRENT,BITTORRENT,BTT,BitTorrent,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/bittorrent.png,active,0.00035135,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,659071882049,990000000000,231563787,71,182,0,2019-01-30T00:00:00Z,2019-01-31T00:00:00Z,2019-01-31T00:00:00Z,69,-2,0.00177668,2019-05-28T00:00:00Z,101271335.20,-0.00000344,-0.0097,-127190439.53,-0.5567,-2264988.91,-0.0097
BLOCKSTACK,BLOCKSTACK,STX,Blockstack,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/BLOCKSTACK.png,active,0.24439475,2020-12-02T00:00:00Z,2020-12-02T20:59:00Z,917873536,1352464600,224323476,3,6,0,2019-06-05T00:00:00Z,2019-10-25T00:00:00Z,2019-06-05T00:00:00Z,70,-1,0.31291731,2020-08-14T00:00:00Z,1417934.76,0.00425463,0.0177,-235505.44,-0.1424,3905210.80,0.0177
RUNE,RUNE,RUNE,Thorchain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/RUNE.png,active,0.98223908,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,218316150,500000000,214438654,14,35,0,2019-07-20T00:00:00Z,2019-07-20T00:00:00Z,2019-07-26T00:00:00Z,71,0,1.08979458,2020-08-30T00:00:00Z,16755735.58,0.06086058,0.0661,4833440.41,0.4054,13286847.49,0.0661
BAL,BAL,BAL,Balancer,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/BAL.png,active,14.57165250,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,14240108,38770000,207501907,61,126,2,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,2020-06-24T00:00:00Z,72,2,34.84704786,2020-09-01T00:00:00Z,31877590.74,0.78817041,0.0572,-4661989.01,-0.1276,14319503.22,0.0741
KNC,KNC,KNC,Kyber Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/knc.svg,active,1.01775296,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,200444089,210357587,204002565,103,228,1,2017-09-26T00:00:00Z,2017-09-26T00:00:00Z,2018-08-29T00:00:00Z,73,-1,5.41804811,2018-01-09T00:00:00Z,30962172.37,0.01432759,0.0143,-22180396.13,-0.4174,3072566.24,0.0153
RSR,RSR,RSR,Reserve Rights Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/RSR.png,active,0.02106617,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,9347804000,100000000000,196922399,40,89,0,2019-05-22T00:00:00Z,2019-05-31T00:00:00Z,2019-05-22T00:00:00Z,74,3,0.02856204,2020-08-31T00:00:00Z,31097395.30,0.00090131,0.0447,-15158687.90,-0.3277,8425260.05,0.0447
LSK,LSK,LSK,Lisk,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/lsk.svg,active,1.37910719,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,142568277,,196616936,38,92,0,2016-05-24T00:00:00Z,2016-05-24T00:00:00Z,2018-08-29T00:00:00Z,75,-2,34.16906422,2018-01-07T00:00:00Z,4458115.52,0.00300636,0.0022,-3483275.40,-0.4386,440401.28,0.0022
LUNA,LUNA,LUNA,Luna,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LUNA.jpg,active,0.40376887,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,473151390,1000000000,191043802,19,36,0,2019-06-05T00:00:00Z,2019-07-26T00:00:00Z,2019-07-04T00:00:00Z,76,2,1.84893716,2019-06-10T00:00:00Z,8717708.93,0.01723534,0.0446,-4731653.20,-0.3518,8126660.12,0.0444
XWC,XWC,XWC,WhiteCoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xwc.jpg,active,0.19997758,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,900635490,1000000000,180106908,10,27,0,2014-04-14T00:00:00Z,2017-11-22T00:00:00Z,2018-09-12T00:00:00Z,77,2,0.30856886,2020-10-27T00:00:00Z,257474.46,-0.00055077,-0.0027,109793.01,0.7434,-468138.05,-0.0026
VITAE,VITAE,VITAE,Vitae,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/VITAE.png,active,8.30721453,2020-12-02T00:00:00Z,2020-12-02T20:59:00Z,21651294,100000000,179861942,10,29,0,2019-06-10T00:00:00Z,2020-03-16T00:00:00Z,2020-01-07T00:00:00Z,78,-3,11.78742558,2020-11-13T00:00:00Z,1096475.83,-0.58099561,-0.0654,141590.05,0.1483,-12489291.85,-0.0649
NEXO,NEXO,NEXO,Nexo,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nexo.png,active,0.31877029,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,560000010,1000000000,178511368,33,72,0,2018-05-01T00:00:00Z,2018-05-01T00:00:00Z,2019-03-07T00:00:00Z,79,-3,0.41024424,2018-05-09T00:00:00Z,9062909.60,-0.02368310,-0.0692,-3861612.79,-0.2988,-13262534.76,-0.0692
SOLO,SOLO,SOLO,Sologenic,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SOLO.jpg,active,0.60487224,2020-12-02T00:00:00Z,2020-12-02T20:48:00Z,286997751,399996865,173596971,11,21,0,2019-06-19T00:00:00Z,2020-03-03T00:00:00Z,2020-01-07T00:00:00Z,80,1,0.91675754,2020-09-21T00:00:00Z,9766.79,0.02104094,0.0360,-245902.89,-0.9618,6038702.15,0.0360
OCEAN,OCEAN,OCEAN,Ocean Protocol,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ocean.jpg,active,0.47456693,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,347265615,613099141,164800775,29,61,0,2019-05-03T00:00:00Z,2019-05-04T00:00:00Z,2019-05-04T00:00:00Z,81,2,0.64147231,2020-08-17T00:00:00Z,23581250.35,0.01227496,0.0266,-14121722.02,-0.3746,4262672.82,0.0266
NMR,NMR,NMR,Numeraire,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nmr.svg,active,31.64408101,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,5204730,10974705,164698905,33,78,0,2017-06-22T00:00:00Z,2017-11-19T00:00:00Z,2018-09-12T00:00:00Z,82,-2,55.23912991,2020-08-31T00:00:00Z,8378820.49,-0.67168474,-0.0208,-2812450.55,-0.2513,-3496544.60,-0.0208
BTG,BTG,BTG,Bitcoin Gold,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btg.svg,active,9.16227819,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,17513924,21000000,160467444,61,151,2,2017-10-24T00:00:00Z,2017-10-24T00:00:00Z,2018-08-29T00:00:00Z,83,-1,400.29871074,2017-11-11T00:00:00Z,14116356.62,-0.01466159,-0.0016,-6388882.45,-0.3116,-256781.97,-0.0016
EGLD,EGLD,EGLD,Elrond,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/EGLD.jpeg,active,11.09434125,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,14462010,20000000,160446474,15,27,0,2020-09-02T00:00:00Z,2020-09-03T00:00:00Z,2020-09-03T00:00:00Z,84,8,17.66571302,2020-09-04T00:00:00Z,28704067.29,1.71515631,0.1829,10917735.20,0.6138,24804607.75,0.1829
SC,SC,SC,Siacoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/sc.svg,active,0.00344981,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,45114112992,,155635329,27,67,0,2015-08-25T00:00:00Z,2015-08-25T00:00:00Z,2018-08-29T00:00:00Z,85,2,0.08800850,2018-01-06T00:00:00Z,4747080.67,0.00011475,0.0344,-777620.45,-0.1408,5192261.17,0.0345
SNT,SNT,SNT,Status,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/snt.svg,active,0.04008433,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,3880483788,6804870174,155546583,88,189,0,2017-06-08T00:00:00Z,2017-06-08T00:00:00Z,2018-08-29T00:00:00Z,86,-2,0.66112569,2018-01-03T00:00:00Z,12777652.73,-0.00087109,-0.0213,-7465611.86,-0.3688,-3380234.37,-0.0213
NXM,NXM,NXM,NXM,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/NXM.jpeg,active,22.83055906,2020-12-02T00:00:00Z,2020-12-02T20:59:00Z,6720134,6720134,153424419,4,6,0,2020-07-10T00:00:00Z,2020-07-26T00:00:00Z,2020-07-10T00:00:00Z,87,-1,68.69490188,2020-08-20T00:00:00Z,61242.76,0.24415132,0.0108,-42.32,-0.0007,1666293.50,0.0110
NANO,NANO,NANO,Nano,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nano.svg,active,1.15031287,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,133248290,133248290,153277223,26,66,0,2018-01-05T00:00:00Z,2018-02-02T00:00:00Z,2018-08-29T00:00:00Z,88,-3,32.13029712,2018-01-09T00:00:00Z,6772300.18,-0.00985479,-0.0085,-4624607.12,-0.4058,-1313133.35,-0.0085
QNT,QNT,QNT,Quant,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/qnt.jpg,active,12.07274824,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,12357323,14612493,149186849,22,47,0,2018-06-25T00:00:00Z,2018-06-25T00:00:00Z,2019-01-29T00:00:00Z,89,-1,15.87280369,2020-11-14T00:00:00Z,5050666.17,0.14513300,0.0122,-884444.82,-0.1490,1793455.31,0.0122
BAND,BAND,BAND,Band Protocol,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/BAND.png,active,6.42771682,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,22568073,100000000,145061182,55,114,0,2019-09-18T00:00:00Z,2019-09-18T00:00:00Z,2019-09-18T00:00:00Z,90,1,15.38201243,2020-09-01T00:00:00Z,59951762.99,0.35823009,0.0590,-9960408.57,-0.1425,8084562.91,0.0590
ZEN,ZEN,ZEN,Horizen,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zen.png,active,13.68956245,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,10501325,21000000,143758544,32,83,0,2017-06-05T00:00:00Z,2017-11-22T00:00:00Z,2018-08-29T00:00:00Z,91,-2,64.62066998,2018-01-10T00:00:00Z,13270945.58,-0.25289508,-0.0181,-9975918.65,-0.4291,-2579224.15,-0.0176
ENJ,ENJ,ENJ,Enjin Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/enj.svg,active,0.15360396,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,923130411,1000000000,141796491,75,173,0,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,2018-08-29T00:00:00Z,92,-2,0.45220399,2018-01-06T00:00:00Z,10801624.42,0.00494211,0.0332,-2296676.15,-0.1753,4562216.41,0.0332
MANA,MANA,MANA,Decentraland,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/mana.svg,active,0.09165785,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,1327372146,2194987138,121664083,81,186,0,2017-07-17T00:00:00Z,2017-07-17T00:00:00Z,2018-08-29T00:00:00Z,93,0,0.25162093,2018-01-09T00:00:00Z,30859148.91,0.00398033,0.0454,-14481319.77,-0.3194,5283378.65,0.0454
XVG,XVG,XVG,Verge,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xvg.svg,active,0.00741533,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,16397551543,16555000000,121593239,40,114,0,2016-02-17T00:00:00Z,2017-09-29T00:00:00Z,2018-08-29T00:00:00Z,94,1,0.21933187,2017-12-31T00:00:00Z,4457093.33,0.00046169,0.0664,-1633567.69,-0.2682,7573931.18,0.0664
ANT,ANT,ANT,Aragon Network Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ANT.png,active,3.34680035,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,34642691,39609524,115942169,52,111,0,2017-05-17T00:00:00Z,2017-08-28T00:00:00Z,2018-09-07T00:00:00Z,95,-1,9.54743811,2020-08-26T00:00:00Z,25777175.94,0.02634705,0.0079,-8336982.53,-0.2444,912732.81,0.0079
BTM,BTM,BTM,Bytom,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btm.jpg,active,0.06785108,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,1638487163,2100000000,111173121,51,108,0,2017-09-20T00:00:00Z,2017-10-01T00:00:00Z,2019-01-23T00:00:00Z,96,0,1.16986580,2018-04-23T00:00:00Z,14121472.90,0.00081066,0.0121,-6767983.93,-0.3240,1343469.81,0.0122
HOT,HOT,HOT,Holo,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/hot.png,active,0.00061624,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,177619433541,177619433541,109456235,61,158,0,2018-04-29T00:00:00Z,2018-04-29T00:00:00Z,2018-08-29T00:00:00Z,97,1,0.00243528,2019-05-28T00:00:00Z,6588960.66,0.00001013,0.0167,-2848767.52,-0.3018,1800159.83,0.0167
CRV,CRV,CRV,Curve DAO Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CRV2.jpg,active,0.77889448,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,138438449,1380342928,107828944,52,119,4,2020-08-13T00:00:00Z,2020-08-14T00:00:00Z,2020-08-14T00:00:00Z,98,8,6.56637902,2020-08-15T00:00:00Z,100912244.24,0.09471629,0.1384,-444483.46,-0.0044,13706907.95,0.1456
RVN,RVN,RVN,RavenCoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/rvn.png,active,0.01417291,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,7603785000,21000000000,107767774,58,152,0,2018-05-16T00:00:00Z,2018-05-16T00:00:00Z,2018-09-12T00:00:00Z,99,-2,0.07308842,2019-06-02T00:00:00Z,5086329.54,-0.00011994,-0.0084,-3589644.72,-0.4137,-812171.66,-0.0075
IOST,IOST,IOST,IOStoken,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/iost.svg,active,0.00637070,2020-12-02T00:00:00Z,2020-12-02T21:00:00Z,16821115843,21000000000,107162328,58,137,0,2018-01-24T00:00:00Z,2018-01-24T00:00:00Z,2018-08-29T00:00:00Z,100,1,0.10098298,2018-01-25T00:00:00Z,33397211.11,0.00021103,0.0343,-6447051.20,-0.1618,3561165.35,0.0344
